EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS ALUMINUM                                                           
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = ( 13, 27);   avgA =  27.000; amuM= 26.978; avgM= 25.130
 targ= ordina; ttarg(rl)=0.01315; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1
 NUCLEAR METHOD= 1;   NUCLEAR_MODEL= 1

    E1    TH    Q2 COS_K         SMR     NUC          INT-SMR
    EP     X    W2 QE-PK  INELA  Q-ELA  ELAST   TOTAL  MODEL

  10.540 15.640  5.08    0.60  -11.38    0.90    0.00  -10.48  1.678
   6.506  0.671  3.37    0.76  -15.42    0.99    0.00  -14.43 4.412E+01

  10.540 16.348  5.36    0.56  -10.97    0.78    0.00  -10.19  1.607
   6.284  0.671  3.51    0.70  -14.93    0.86    0.00  -14.06 3.469E+01

  10.540 17.115  5.65    0.52  -10.59    0.68    0.00   -9.91  1.537
   6.051  0.671  3.66    0.65  -14.46    0.76    0.00  -13.70 2.717E+01

  10.540 17.953  5.96    0.50  -10.19    0.59    0.00   -9.60  1.465
   5.805  0.671  3.81    0.62  -13.97    0.66    0.00  -13.31 2.122E+01

  10.540 18.872  6.28    0.48   -9.80    0.52    0.00   -9.28  1.392
   5.546  0.671  3.97    0.59  -13.49    0.59    0.00  -12.90 1.650E+01

  10.540 19.889  6.63    0.46   -9.37    0.45    0.00   -8.92  1.316
   5.272  0.671  4.14    0.57  -12.96    0.52    0.00  -12.44 1.279E+01

  10.540 21.021  6.99    0.46   -8.93    0.40    0.00   -8.53  1.240
   4.983  0.670  4.32    0.56  -12.41    0.47    0.00  -11.94 9.865E+00

  10.540 22.296  7.37    0.47   -8.46    0.36    0.00   -8.10  1.164
   4.679  0.670  4.50    0.56  -11.82    0.43    0.00  -11.39 7.547E+00

  10.540 23.747  7.78    0.49   -7.93    0.33    0.00   -7.60  1.087
   4.357  0.670  4.71    0.58  -11.16    0.40    0.00  -10.76 5.744E+00

  10.540 25.423  8.20    0.52   -7.36    0.32    0.00   -7.04  1.014
   4.019  0.670  4.91    0.62  -10.44    0.38    0.00  -10.06 4.316E+00

  10.540 27.390  8.65    0.58   -6.73    0.31    0.00   -6.42  0.943
   3.661  0.670  5.14    0.68   -9.65    0.38    0.00   -9.28 3.216E+00

  10.540 29.751  9.12    0.67   -6.09    0.32    0.00   -5.77  0.881
   3.284  0.670  5.37    0.78   -8.84    0.40    0.00   -8.44 2.360E+00

  10.540 32.665  9.63    0.80   -5.52    0.36    0.00   -5.16  0.829
   2.887  0.670  5.62    0.94   -8.13    0.45    0.00   -7.68 1.697E+00

  10.540 36.406 10.15    1.03   -5.35    0.45    0.00   -4.90  0.793
   2.468  0.670  5.87    1.22   -7.90    0.57    0.00   -7.33 1.192E+00

  10.540 41.478 10.71    1.46   -6.93    0.68    0.00   -6.24  0.782
   2.025  0.670  6.15    1.75   -9.87    0.87    0.00   -8.99 8.098E-01

  10.540  5.728  1.03    8.89  -43.71   30.81    0.00  -12.91  3.476
   9.754  0.696  1.33   11.11  -47.99   30.14    0.00  -17.85 2.613E+04

  10.540  5.896  1.08    8.44  -42.05   29.04    0.00  -13.01  3.451
   9.710  0.695  1.36   10.55  -46.42   28.49    0.00  -17.93 2.126E+04

  10.540  6.070  1.14    8.06  -40.56   27.53    0.00  -13.02  3.427
   9.665  0.696  1.38   10.08  -45.01   27.08    0.00  -17.93 1.723E+04

  10.540  6.249  1.20    7.64  -38.87   25.83    0.00  -13.04  3.395
   9.616  0.695  1.41    9.55  -43.40   25.48    0.00  -17.92 1.396E+04

  10.540  6.435  1.27    7.24  -37.21   24.24    0.00  -12.97  3.361
   9.565  0.694  1.44    9.06  -41.83   23.98    0.00  -17.84 1.129E+04

  10.540  6.628  1.34    6.86  -35.82   22.75    0.00  -13.08  3.327
   9.512  0.695  1.47    8.59  -40.49   22.56    0.00  -17.93 9.123E+03

  10.540  6.828  1.41    6.46  -34.18   21.15    0.00  -13.03  3.286
   9.455  0.694  1.50    8.10  -38.92   21.04    0.00  -17.88 7.374E+03

  10.540  7.035  1.49    6.07  -32.63   19.59    0.00  -13.04  3.242
   9.395  0.694  1.54    7.61  -37.42   19.54    0.00  -17.88 5.961E+03

  10.540  7.249  1.57    5.68  -31.19   18.06    0.00  -13.13  3.196
   9.332  0.694  1.57    7.12  -36.03   18.07    0.00  -17.96 4.826E+03

  10.540  7.472  1.66    5.29  -29.83   16.58    0.00  -13.25  3.150
   9.266  0.694  1.61    6.64  -34.72   16.63    0.00  -18.08 3.912E+03

  10.540  7.703  1.75    4.89  -28.31   15.05    0.00  -13.25  3.096
   9.195  0.693  1.66    6.14  -33.24   15.15    0.00  -18.09 3.177E+03

  10.540  7.944  1.84    4.51  -26.98   13.63    0.00  -13.35  3.043
   9.121  0.693  1.70    5.66  -31.96   13.76    0.00  -18.20 2.583E+03

  10.540  8.193  1.95    4.13  -25.74   12.27    0.00  -13.47  2.988
   9.043  0.693  1.74    5.19  -30.74   12.42    0.00  -18.32 2.103E+03

  10.540  8.454  2.05    3.78  -24.56   11.00    0.00  -13.56  2.932
   8.961  0.693  1.79    4.75  -29.59   11.17    0.00  -18.42 1.714E+03

  10.540  8.725  2.16    3.43  -23.37    9.79    0.00  -13.57  2.874
   8.874  0.692  1.84    4.32  -28.40    9.97    0.00  -18.43 1.398E+03

  10.540  9.008  2.28    3.12  -22.35    8.70    0.00  -13.65  2.816
   8.783  0.693  1.89    3.92  -27.39    8.89    0.00  -18.51 1.140E+03

  10.540  9.303  2.41    2.81  -21.33    7.66    0.00  -13.67  2.754
   8.686  0.692  1.95    3.54  -26.36    7.85    0.00  -18.51 9.309E+02

  10.540  9.611  2.54    2.53  -20.36    6.74    0.00  -13.63  2.692
   8.584  0.692  2.01    3.19  -25.39    6.93    0.00  -18.46 7.589E+02

  10.540  9.934  2.68    2.28  -19.51    5.92    0.00  -13.59  2.632
   8.477  0.692  2.07    2.87  -24.50    6.11    0.00  -18.40 6.174E+02

  10.540 10.272  2.83    2.04  -18.66    5.16    0.00  -13.50  2.567
   8.363  0.692  2.14    2.58  -23.62    5.35    0.00  -18.27 5.023E+02

  10.540 10.627  2.98    1.84  -17.89    4.52    0.00  -13.37  2.506
   8.244  0.692  2.21    2.32  -22.80    4.70    0.00  -18.11 4.064E+02

  10.540 10.999  3.14    1.65  -17.18    3.95    0.00  -13.24  2.443
   8.118  0.692  2.28    2.08  -22.04    4.11    0.00  -17.93 3.284E+02

  10.540 11.391  3.32    1.48  -16.47    3.44    0.00  -13.03  2.379
   7.985  0.692  2.36    1.87  -21.27    3.60    0.00  -17.67 2.643E+02

  10.540 11.804  3.50    1.33  -15.84    3.00    0.00  -12.84  2.316
   7.845  0.691  2.44    1.69  -20.57    3.15    0.00  -17.42 2.120E+02

  10.540 12.240  3.69    1.20  -15.18    2.62    0.00  -12.56  2.252
   7.697  0.691  2.53    1.52  -19.84    2.76    0.00  -17.08 1.694E+02

  10.540 12.702  3.89    1.08  -14.58    2.28    0.00  -12.30  2.187
   7.541  0.691  2.62    1.37  -19.16    2.41    0.00  -16.75 1.349E+02

  10.540 13.192  4.10    0.98  -14.05    1.98    0.00  -12.07  2.121
   7.376  0.691  2.71    1.24  -18.55    2.11    0.00  -16.44 1.072E+02

  10.540 13.713  4.33    0.89  -13.56    1.73    0.00  -11.83  2.056
   7.203  0.691  2.81    1.12  -17.97    1.84    0.00  -16.13 8.480E+01

  10.540 14.268  4.56    0.81  -13.03    1.50    0.00  -11.53  1.990
   7.020  0.691  2.92    1.02  -17.37    1.61    0.00  -15.76 6.694E+01

  10.540 14.863  4.81    0.74  -12.56    1.30    0.00  -11.26  1.919
   6.826  0.691  3.04    0.93  -16.81    1.40    0.00  -15.41 5.281E+01

  10.540 15.501  5.08    0.67  -12.13    1.13    0.00  -11.00  1.851
   6.623  0.691  3.15    0.85  -16.30    1.23    0.00  -15.08 4.146E+01

  10.540 16.188  5.36    0.62  -11.69    0.98    0.00  -10.71  1.779
   6.408  0.691  3.28    0.78  -15.78    1.07    0.00  -14.71 3.251E+01

  10.540 16.933  5.65    0.58  -11.29    0.85    0.00  -10.44  1.707
   6.182  0.691  3.41    0.72  -15.30    0.93    0.00  -14.36 2.542E+01

  10.540 17.742  5.96    0.54  -10.88    0.74    0.00  -10.14  1.631
   5.943  0.691  3.55    0.67  -14.80    0.82    0.00  -13.98 1.984E+01

  10.540 18.628  6.28    0.51  -10.49    0.64    0.00   -9.85  1.553
   5.691  0.691  3.70    0.63  -14.32    0.72    0.00  -13.60 1.544E+01

  10.540 19.604  6.63    0.49  -10.07    0.56    0.00   -9.51  1.472
   5.425  0.691  3.85    0.60  -13.81    0.63    0.00  -13.18 1.197E+01

  10.540 20.686  6.99    0.47   -9.65    0.49    0.00   -9.15  1.389
   5.144  0.690  4.02    0.58  -13.28    0.56    0.00  -12.72 9.249E+00

  10.540 21.897  7.37    0.47   -9.19    0.44    0.00   -8.75  1.305
   4.849  0.690  4.19    0.57  -12.71    0.50    0.00  -12.21 7.090E+00

  10.540 23.267  7.78    0.48   -8.70    0.39    0.00   -8.31  1.219
   4.537  0.690  4.37    0.58  -12.10    0.46    0.00  -11.65 5.407E+00

  10.540 24.835  8.20    0.50   -8.16    0.36    0.00   -7.79  1.133
   4.208  0.690  4.56    0.60  -11.42    0.42    0.00  -11.00 4.089E+00

  10.540 26.659  8.65    0.54   -7.57    0.34    0.00   -7.23  1.050
   3.861  0.690  4.76    0.64  -10.70    0.40    0.00  -10.29 3.063E+00

  10.540 28.821  9.13    0.60   -6.97    0.33    0.00   -6.63  0.970
   3.495  0.690  4.97    0.71   -9.94    0.40    0.00   -9.54 2.266E+00

  10.540 31.446  9.63    0.70   -6.45    0.35    0.00   -6.10  0.899
   3.109  0.690  5.20    0.82   -9.29    0.43    0.00   -8.86 1.652E+00

  10.540 34.739 10.15    0.85   -6.32    0.40    0.00   -5.93  0.842
   2.702  0.690  5.44    1.01   -9.12    0.50    0.00   -8.62 1.180E+00

  10.540 39.062 10.71    1.13   -8.00    0.52    0.00   -7.47  0.804
   2.272  0.690  5.69    1.34  -11.17    0.66    0.00  -10.51 8.211E-01

  10.540  5.721  1.03    9.78  -47.36   34.21    0.00  -13.15  3.509
   9.776  0.716  1.29   12.19  -51.41   33.25    0.00  -18.16 2.610E+04

  10.540  5.889  1.08    9.35  -45.70   32.56    0.00  -13.14  3.496
   9.734  0.716  1.31   11.65  -49.85   31.72    0.00  -18.14 2.116E+04

  10.540  6.062  1.14    8.88  -44.06   30.78    0.00  -13.28  3.478
   9.689  0.715  1.34   11.08  -48.31   30.06    0.00  -18.25 1.716E+04

  10.540  6.241  1.20    8.49  -42.51   29.27    0.00  -13.24  3.459
   9.643  0.716  1.36   10.60  -46.85   28.66    0.00  -18.20 1.385E+04

  10.540  6.426  1.27    8.06  -40.71   27.57    0.00  -13.14  3.434
   9.593  0.715  1.39   10.06  -45.15   27.06    0.00  -18.09 1.117E+04

  10.540  6.618  1.34    7.64  -39.19   25.92    0.00  -13.27  3.407
   9.541  0.715  1.41    9.54  -43.70   25.51    0.00  -18.19 9.017E+03

  10.540  6.817  1.41    7.22  -37.58   24.29    0.00  -13.29  3.375
   9.486  0.715  1.44    9.03  -42.16   23.96    0.00  -18.20 7.267E+03

  10.540  7.022  1.49    6.81  -35.99   22.65    0.00  -13.34  3.341
   9.428  0.714  1.48    8.51  -40.65   22.41    0.00  -18.24 5.857E+03

  10.540  7.236  1.57    6.38  -34.26   20.95    0.00  -13.30  3.301
   9.366  0.714  1.51    7.98  -38.99   20.79    0.00  -18.20 4.725E+03

  10.540  7.457  1.66    5.98  -32.80   19.41    0.00  -13.39  3.261
   9.302  0.714  1.55    7.48  -37.58   19.30    0.00  -18.28 3.808E+03

  10.540  7.687  1.75    5.57  -31.27   17.82    0.00  -13.45  3.218
   9.234  0.714  1.58    6.97  -36.12   17.77    0.00  -18.35 3.077E+03

  10.540  7.926  1.85    5.15  -29.78   16.24    0.00  -13.54  3.171
   9.162  0.713  1.62    6.45  -34.68   16.24    0.00  -18.44 2.491E+03

  10.540  8.174  1.95    4.74  -28.34   14.72    0.00  -13.63  3.121
   9.086  0.713  1.66    5.95  -33.28   14.76    0.00  -18.53 2.019E+03

  10.540  8.433  2.05    4.35  -26.98   13.26    0.00  -13.72  3.070
   9.006  0.713  1.71    5.45  -31.96   13.33    0.00  -18.63 1.640E+03

  10.540  8.702  2.16    3.96  -25.64   11.86    0.00  -13.79  3.014
   8.921  0.712  1.75    4.97  -30.65   11.96    0.00  -18.69 1.333E+03

  10.540  8.982  2.28    3.60  -24.41   10.57    0.00  -13.84  2.959
   8.832  0.712  1.80    4.52  -29.44   10.69    0.00  -18.75 1.084E+03

  10.540  9.275  2.41    3.27  -23.34    9.41    0.00  -13.92  2.905
   8.739  0.713  1.85    4.11  -28.37    9.55    0.00  -18.82 8.808E+02

  10.540  9.580  2.54    2.95  -22.26    8.32    0.00  -13.94  2.848
   8.640  0.712  1.91    3.71  -27.29    8.46    0.00  -18.83 7.162E+02

  10.540  9.900  2.68    2.65  -21.17    7.31    0.00  -13.86  2.787
   8.535  0.712  1.96    3.34  -26.20    7.46    0.00  -18.74 5.823E+02

  10.540 10.234  2.83    2.38  -20.26    6.42    0.00  -13.84  2.728
   8.425  0.712  2.02    3.00  -25.27    6.57    0.00  -18.70 4.726E+02

  10.540 10.585  2.98    2.14  -19.40    5.63    0.00  -13.77  2.668
   8.309  0.712  2.09    2.70  -24.37    5.78    0.00  -18.60 3.826E+02

  10.540 10.953  3.14    1.92  -18.59    4.91    0.00  -13.68  2.605
   8.186  0.712  2.15    2.42  -23.52    5.06    0.00  -18.46 3.093E+02

  10.540 11.340  3.32    1.72  -17.77    4.29    0.00  -13.47  2.545
   8.057  0.712  2.22    2.17  -22.65    4.44    0.00  -18.21 2.488E+02

  10.540 11.747  3.50    1.55  -17.06    3.75    0.00  -13.31  2.483
   7.921  0.712  2.30    1.95  -21.88    3.89    0.00  -17.99 1.996E+02

  10.540 12.177  3.69    1.39  -16.34    3.27    0.00  -13.07  2.420
   7.777  0.711  2.38    1.76  -21.10    3.40    0.00  -17.70 1.596E+02

  10.540 12.631  3.89    1.25  -15.67    2.85    0.00  -12.82  2.355
   7.625  0.711  2.46    1.58  -20.36    2.98    0.00  -17.38 1.272E+02

  10.540 13.112  4.10    1.13  -15.11    2.49    0.00  -12.61  2.293
   7.466  0.711  2.55    1.43  -19.72    2.61    0.00  -17.11 1.009E+02

  10.540 13.623  4.33    1.02  -14.52    2.17    0.00  -12.35  2.228
   7.297  0.711  2.64    1.29  -19.06    2.28    0.00  -16.77 7.985E+01

  10.540 14.168  4.56    0.92  -13.97    1.89    0.00  -12.09  2.161
   7.119  0.711  2.74    1.17  -18.43    1.99    0.00  -16.44 6.298E+01

  10.540 14.749  4.81    0.84  -13.44    1.64    0.00  -11.80  2.093
   6.931  0.711  2.84    1.06  -17.82    1.74    0.00  -16.08 4.959E+01

  10.540 15.372  5.08    0.76  -12.98    1.42    0.00  -11.56  2.023
   6.733  0.711  2.95    0.96  -17.28    1.52    0.00  -15.76 3.893E+01

  10.540 16.042  5.36    0.70  -12.52    1.24    0.00  -11.28  1.954
   6.525  0.711  3.06    0.88  -16.74    1.33    0.00  -15.41 3.044E+01

  10.540 16.765  5.65    0.64  -12.05    1.07    0.00  -10.98  1.878
   6.304  0.711  3.18    0.80  -16.19    1.16    0.00  -15.03 2.381E+01

  10.540 17.550  5.96    0.59  -11.65    0.93    0.00  -10.72  1.802
   6.072  0.711  3.31    0.74  -15.70    1.01    0.00  -14.69 1.855E+01

  10.540 18.406  6.28    0.55  -11.23    0.81    0.00  -10.42  1.722
   5.827  0.711  3.44    0.69  -15.20    0.88    0.00  -14.31 1.442E+01

  10.540 19.345  6.63    0.52  -10.82    0.70    0.00  -10.12  1.640
   5.569  0.711  3.58    0.65  -14.70    0.77    0.00  -13.93 1.117E+01

  10.540 20.383  6.99    0.50  -10.39    0.61    0.00   -9.78  1.551
   5.297  0.711  3.73    0.62  -14.18    0.68    0.00  -13.50 8.617E+00

  10.540 21.539  7.37    0.49   -9.95    0.54    0.00   -9.41  1.463
   5.009  0.710  3.89    0.60  -13.63    0.60    0.00  -13.03 6.630E+00

  10.540 22.838  7.78    0.48   -9.47    0.48    0.00   -9.00  1.370
   4.706  0.710  4.05    0.59  -13.04    0.54    0.00  -12.51 5.066E+00

  10.540 24.316  8.20    0.49   -8.96    0.43    0.00   -8.53  1.274
   4.386  0.710  4.23    0.59  -12.41    0.49    0.00  -11.92 3.848E+00

  10.540 26.020  8.65    0.51   -8.41    0.39    0.00   -8.02  1.179
   4.049  0.710  4.41    0.62  -11.72    0.45    0.00  -11.27 2.896E+00

  10.540 28.018  9.12    0.55   -7.83    0.37    0.00   -7.46  1.084
   3.693  0.710  4.61    0.66  -11.00    0.43    0.00  -10.57 2.160E+00

  10.540 30.412  9.62    0.62   -7.33    0.36    0.00   -6.97  0.995
   3.318  0.710  4.81    0.74  -10.38    0.43    0.00   -9.95 1.589E+00

  10.540 33.360 10.15    0.73   -7.23    0.38    0.00   -6.85  0.916
   2.923  0.710  5.02    0.86  -10.25    0.46    0.00   -9.79 1.149E+00

  10.540 37.130 10.71    0.91   -8.94    0.45    0.00   -8.49  0.854
   2.505  0.710  5.25    1.08  -12.32    0.55    0.00  -11.76 8.152E-01

  10.540  5.715  1.03   10.78  -51.01   37.57    0.00  -13.45  3.499
   9.797  0.736  1.25   13.40  -54.81   36.29    0.00  -18.52 2.616E+04

  10.540  5.882  1.08   10.31  -49.41   35.92    0.00  -13.49  3.495
   9.756  0.736  1.27   12.83  -53.32   34.78    0.00  -18.55 2.116E+04

  10.540  6.055  1.14    9.87  -47.79   34.30    0.00  -13.49  3.488
   9.713  0.736  1.29   12.28  -51.82   33.28    0.00  -18.53 1.708E+04

  10.540  6.233  1.20    9.40  -46.06   32.58    0.00  -13.48  3.477
   9.667  0.735  1.31   11.70  -50.19   31.69    0.00  -18.50 1.377E+04

  10.540  6.417  1.27    8.95  -44.42   30.89    0.00  -13.53  3.463
   9.619  0.735  1.34   11.15  -48.65   30.11    0.00  -18.53 1.110E+04

  10.540  6.608  1.34    8.51  -42.64   29.18    0.00  -13.45  3.444
   9.568  0.735  1.36   10.60  -46.97   28.52    0.00  -18.45 8.927E+03

  10.540  6.806  1.41    8.08  -41.06   27.55    0.00  -13.51  3.422
   9.515  0.735  1.39   10.07  -45.48   26.99    0.00  -18.49 7.172E+03

  10.540  7.011  1.49    7.63  -39.30   25.81    0.00  -13.49  3.396
   9.458  0.734  1.42    9.52  -43.80   25.34    0.00  -18.46 5.761E+03

  10.540  7.223  1.57    7.21  -37.71   24.16    0.00  -13.54  3.367
   9.399  0.734  1.45    8.99  -42.28   23.78    0.00  -18.50 4.626E+03

  10.540  7.444  1.66    6.76  -36.00   22.43    0.00  -13.57  3.334
   9.336  0.734  1.48    8.44  -40.66   22.14    0.00  -18.52 3.720E+03

  10.540  7.672  1.75    6.30  -34.29   20.67    0.00  -13.62  3.296
   9.269  0.733  1.52    7.87  -39.02   20.45    0.00  -18.57 2.995E+03

  10.540  7.910  1.85    5.88  -32.85   19.07    0.00  -13.78  3.259
   9.200  0.734  1.55    7.35  -37.63   18.91    0.00  -18.72 2.410E+03

  10.540  8.156  1.95    5.44  -31.27   17.40    0.00  -13.88  3.216
   9.126  0.733  1.59    6.80  -36.12   17.29    0.00  -18.82 1.945E+03

  10.540  8.413  2.05    5.01  -29.64   15.79    0.00  -13.85  3.171
   9.048  0.733  1.63    6.27  -34.55   15.74    0.00  -18.81 1.571E+03

  10.540  8.680  2.16    4.59  -28.26   14.25    0.00  -14.02  3.124
   8.966  0.733  1.67    5.75  -33.21   14.24    0.00  -18.97 1.271E+03

  10.540  8.958  2.28    4.18  -26.82   12.77    0.00  -14.05  3.074
   8.879  0.732  1.71    5.24  -31.80   12.79    0.00  -19.01 1.030E+03

  10.540  9.249  2.41    3.80  -25.56   11.41    0.00  -14.15  3.024
   8.788  0.732  1.76    4.77  -30.57   11.46    0.00  -19.11 8.348E+02

  10.540  9.552  2.54    3.42  -24.37   10.15    0.00  -14.22  2.972
   8.692  0.732  1.81    4.30  -29.39   10.23    0.00  -19.16 6.765E+02

  10.540  9.868  2.68    3.10  -23.13    8.97    0.00  -14.16  2.917
   8.590  0.732  1.86    3.90  -28.16    9.06    0.00  -19.10 5.485E+02

  10.540 10.199  2.83    2.79  -22.11    7.91    0.00  -14.20  2.862
   8.483  0.732  1.91    3.51  -27.13    8.01    0.00  -19.12 4.443E+02

  10.540 10.546  2.98    2.51  -21.09    6.95    0.00  -14.14  2.805
   8.370  0.732  1.97    3.16  -26.10    7.06    0.00  -19.04 3.593E+02

  10.540 10.910  3.14    2.25  -20.14    6.10    0.00  -14.04  2.748
   8.251  0.732  2.03    2.83  -25.12    6.22    0.00  -18.91 2.898E+02

  10.540 11.292  3.32    2.02  -19.22    5.34    0.00  -13.88  2.689
   8.125  0.732  2.10    2.54  -24.17    5.46    0.00  -18.71 2.333E+02

  10.540 11.694  3.50    1.81  -18.37    4.68    0.00  -13.69  2.632
   7.993  0.732  2.16    2.28  -23.28    4.80    0.00  -18.48 1.870E+02

  10.540 12.118  3.69    1.62  -17.63    4.09    0.00  -13.54  2.572
   7.853  0.731  2.23    2.05  -22.48    4.20    0.00  -18.28 1.496E+02

  10.540 12.565  3.89    1.46  -16.94    3.56    0.00  -13.38  2.510
   7.705  0.731  2.31    1.84  -21.73    3.68    0.00  -18.05 1.193E+02

  10.540 13.038  4.10    1.31  -16.21    3.12    0.00  -13.10  2.450
   7.550  0.731  2.39    1.66  -20.94    3.23    0.00  -17.71 9.459E+01

  10.540 13.541  4.33    1.18  -15.62    2.72    0.00  -12.90  2.388
   7.386  0.731  2.47    1.49  -20.27    2.83    0.00  -17.45 7.484E+01

  10.540 14.075  4.56    1.07  -14.99    2.37    0.00  -12.61  2.324
   7.213  0.731  2.56    1.35  -19.56    2.47    0.00  -17.09 5.899E+01

  10.540 14.644  4.81    0.96  -14.44    2.06    0.00  -12.38  2.258
   7.030  0.731  2.65    1.22  -18.94    2.16    0.00  -16.78 4.641E+01

  10.540 15.253  5.08    0.87  -13.91    1.80    0.00  -12.11  2.192
   6.838  0.731  2.75    1.10  -18.34    1.89    0.00  -16.45 3.635E+01

  10.540 15.907  5.36    0.79  -13.42    1.56    0.00  -11.85  2.122
   6.635  0.731  2.85    1.00  -17.76    1.65    0.00  -16.11 2.841E+01

  10.540 16.612  5.65    0.73  -12.94    1.36    0.00  -11.58  2.050
   6.421  0.731  2.96    0.91  -17.21    1.44    0.00  -15.76 2.215E+01

  10.540 17.374  5.96    0.67  -12.47    1.18    0.00  -11.29  1.975
   6.195  0.731  3.08    0.84  -16.66    1.26    0.00  -15.40 1.724E+01

  10.540 18.204  6.28    0.62  -12.05    1.02    0.00  -11.03  1.896
   5.957  0.731  3.20    0.77  -16.16    1.10    0.00  -15.06 1.338E+01

  10.540 19.111  6.63    0.57  -11.61    0.89    0.00  -10.73  1.811
   5.705  0.730  3.33    0.71  -15.63    0.96    0.00  -14.68 1.037E+01

  10.540 20.109  6.99    0.54  -11.18    0.77    0.00  -10.41  1.724
   5.440  0.730  3.46    0.67  -15.11    0.84    0.00  -14.27 8.005E+00

  10.540 21.216  7.37    0.52  -10.75    0.67    0.00  -10.08  1.630
   5.161  0.731  3.60    0.64  -14.59    0.73    0.00  -13.85 6.149E+00

  10.540 22.455  7.78    0.50  -10.29    0.59    0.00   -9.70  1.536
   4.866  0.730  3.75    0.62  -14.02    0.65    0.00  -13.37 4.708E+00

  10.540 23.855  8.20    0.49   -9.79    0.52    0.00   -9.27  1.435
   4.555  0.730  3.91    0.60  -13.41    0.58    0.00  -12.83 3.583E+00

  10.540 25.457  8.65    0.51   -9.26    0.46    0.00   -8.80  1.330
   4.227  0.730  4.08    0.61  -12.76    0.52    0.00  -12.24 2.709E+00

  10.540 27.319  9.12    0.53   -8.71    0.42    0.00   -8.29  1.224
   3.881  0.730  4.25    0.63  -12.08    0.49    0.00  -11.60 2.031E+00

  10.540 29.523  9.62    0.57   -8.23    0.40    0.00   -7.83  1.118
   3.516  0.730  4.44    0.68  -11.48    0.46    0.00  -11.02 1.507E+00

  10.540 32.197 10.15    0.64   -8.13    0.39    0.00   -7.74  1.020
   3.132  0.730  4.63    0.77  -11.36    0.47    0.00  -10.89 1.101E+00

  10.540 35.546 10.71    0.77   -9.86    0.42    0.00   -9.44  0.933
   2.726  0.730  4.84    0.91  -13.43    0.51    0.00  -12.92 7.919E-01

  10.540  5.709  1.03   11.91  -54.60   40.86    0.00  -13.74  3.443
   9.817  0.757  1.21   14.78  -58.14   39.25    0.00  -18.90 2.626E+04
